1215;106
1216;107
1217;107
1218;107
1219;107
1220;107
1221;107
1222;107
1223;107
1224;107
1225;108
1226;107
1227;107
1228;107
1229;107
1230;111
1231;111
1232;111
1233;111
1234;111
1235;111
1236;111
1237;107
1238;107
1239;107
1240;107
1241;107
1242;111
1243;111
1244;107
1245;106
1246;106
1247;106
1248;106
1249;106
1250;106
1251;106
1252;106
1253;106
1254;106
1255;106
1256;106
1257;118
1258;118
1259;106
1260;116
1261;106
1262;106
1263;106
1264;106
1265;109
1266;109
1267;106
1268;116
1269;116
1270;106
1271;106
1272;106
1273;106
1274;106
1275;106
1276;106
1277;106
1278;106
1279;116
1280;118
1281;118
1282;118
1283;118
1284;116
1285;116
1286;116
1287;116
1288;116
1289;116
1290;116
1291;116
1292;116
1293;116
1294;116
1295;116
1296;116
1297;116
1298;116
1299;116
1300;116
1301;116
1302;118
1303;118
1304;118
1305;118
1306;118
1307;118
1308;118
1309;116
1310;116
1311;116
1312;116
1313;116
1314;116
1315;116
1316;116
1317;116
1318;116
1319;116
1320;116
1321;116
1322;116
1323;116
1324;118
1325;106
1326;106
1327;106
1328;106
1329;106
1330;106
1331;116
1332;106
1333;118
1334;118
1335;116
1336;116
1337;106
1338;106
1339;106
1340;116
1341;116
1342;116
1343;116
1344;106
1345;106
1346;106
1347;106
1348;106
1349;106
1350;106
1351;106
1352;106
1353;106
1354;116
1355;116
1356;106
1357;106
1358;106
1359;106
1360;106
1361;118
1362;106
1363;106
1364;106
1365;106
1366;106
1367;106
1368;118
1369;106
1370;106
1371;106
1372;106
1373;106
1374;106
1375;106
1376;106
1377;106
1378;106
1379;106
1380;106
1381;106
1382;106
1383;106
1384;106
1385;106
1386;106
1387;106
1388;106
1389;106
1390;116
1391;106
1392;106
1393;106
1394;106
1395;106
1396;106
1397;106
1398;106
1399;106
1400;116
1401;116
1402;118
1403;118
1404;118
1405;106
1406;106
1407;106
1408;106
1409;106
1410;116
1411;106
1412;106
1413;106
1414;106
1415;116
1416;116
1417;116
1418;106
1419;106
1420;116
1421;106
1422;106
1423;106
1424;106
1425;106
1426;116
1427;106
1428;106
1429;106
1430;106
1431;106
1432;106
1433;106
1434;106
1435;106
1436;106
1437;106
1438;106
1439;106
1440;106
1441;116
1442;106
1443;106
1444;106
1445;106
1446;106
1447;106
1448;116
1449;116
1450;106
1451;116
1452;106
1453;106
1454;106
1455;106
1456;106
1457;106
1458;106
1459;106
1460;106
1461;106
1462;106
1463;106
1464;106
1465;106
1466;106
1467;106
1468;106
1469;106
1470;106
1471;106
1472;106
1473;106
1474;106
1475;106
1476;106
1477;106
1478;116
1479;109
1480;109
1481;109
1482;106
1483;109
1484;106
1485;106
1486;106
1487;106
1488;116
1489;106
1490;116
1491;106
1492;106
1493;106
1494;106
1495;106
1496;106
1497;106
1498;106
1499;106
1500;106
1501;106
1502;106
1503;106
1504;106
1505;106
1506;106
1507;106
1508;106
1509;106
1510;106
1511;106
1512;106
1513;106
1514;106
1515;106
1516;106
1517;106
1518;106
1519;106
1520;106
1521;106
1522;106
1523;106
1524;106
1525;106
1526;106
1527;107
1528;107
1529;107
1530;107
1531;107
1532;107
1533;107
1534;107
1535;107
1536;107
1537;107
1538;107
1539;107
1540;106
1541;106
1542;106
1543;106
1544;106
1545;106
1546;106
1547;106
1548;106
1549;106
1550;106
1551;106
1552;117
1553;106
1554;106
1555;106
1556;106
1557;106
1558;106
1559;106
1560;106
1561;106
1562;106
1563;106
1564;106
1565;106
1566;116
1567;106
1568;106
1569;106
1570;106
1571;106
1572;106
1573;109
1574;106
1575;106
1576;106
1577;106
1578;106
1579;106
1580;106
1581;106
1582;106
1583;106
1584;106
1585;106
1586;106
1587;106
1588;106
1589;106
1590;116
1591;116
1592;106
1593;106
1594;106
1595;106
1596;106
1597;106
1598;106
1599;106
1600;106
1601;106
1602;116
