21216;142
22555;142
22556;142
22557;142
22558;142
22559;142
22560;142
22561;142
22562;142
22563;142
22564;142
22565;142
22566;142
22567;142
22568;142
22569;142
22570;142
22571;142
22572;142
22573;142
22574;142
22575;142
22576;142
22577;142
22578;142
22579;142
22580;142
22581;142
22582;142
22583;142
22584;142
22585;142
22586;142
22587;142
22588;142
22589;142
22590;142
22591;142
22592;142
22593;142
22594;142
22595;142
22596;142
22597;142
22598;142
22599;142
22600;142
22601;142
22602;142
22603;142
22604;142
22605;142
22606;142
22607;142
22608;142
22609;142
22610;142
22611;142
22612;142
22613;142
22614;142
22615;142
22616;142
22617;142
22618;142
22619;142
22620;142
22621;142
22622;142
22623;142
22624;142
22625;142
22626;142
22627;142
22628;142
22629;142
22630;142
22631;142
22632;142
22633;142
22634;142
22635;142
22636;142
22637;142
22638;142
22639;142
22640;142
22641;142
22642;142
22643;142
22644;142
22645;142
22646;142
22647;142
22648;142
22649;142
22650;142
22651;142
22652;142
22653;142
22654;142
22655;142
22656;142
22657;142
22658;142
22659;142
22660;142
22661;142
22662;142
22663;142
22664;142
22665;142
22666;142
22667;142
22668;142
22669;142
22670;142
22671;142
22672;142
22673;142
22674;142
22675;142
22676;142
22677;142
22678;142
22679;142
22680;142
22681;142
22682;142
22683;142
22684;142
22685;142
22686;142
22687;142
22688;142
22689;142
22690;142
22691;142
22692;142
22693;142
22694;142
22695;142
22696;142
22697;142
22698;142
22699;142
22700;142
22701;142
22702;142
22703;142
22704;142
22705;142
22706;142
22707;142
22708;142
22709;142
22710;142
22711;142
22712;142
22713;142
22714;142
22715;142
22716;142
22717;142
22718;142
22719;142
22720;142
22721;142
22722;142
22723;142
22724;142
22725;142
22726;142
22727;142
22728;142
22729;142
22730;142
22731;142
22732;142
22733;142
22734;142
22735;142
22736;142
22737;142
22738;142
22739;142
22740;142
22741;142
22742;142
22743;142
22744;142
22745;142
22746;142
22747;142
22748;142
22749;142
22750;142
22751;142
22752;142
22753;142
22754;142
22755;142
22756;142
22757;142
22758;142
22759;142
22760;142
22761;142
22762;142
22763;142
22764;142
22765;142
22766;142
22767;142
22768;142
22769;142
22770;142
22771;142
22772;142
22773;142
22774;142
22775;142
22776;142
22777;142
22778;142
22779;142
22780;142
22781;142
22782;142
22783;142
22784;142
22785;142
22786;142
22787;142
22788;142
22789;142
22790;142
22791;142
22792;142
22793;142
22794;142
22795;142
22796;142
22797;142
22798;142
22799;142
22800;142
22801;142
22802;142
22803;142
22804;142
22805;142
22806;142
22807;142
22808;142
22809;142
22810;142
22811;142
22812;142
22813;142
22814;142
22815;142
22816;142
22817;142
22818;142
22819;142
22820;142
22821;142
22822;142
22823;142
22824;142
22825;142
22826;142
22827;142
22828;142
22829;142
22830;142
22831;142
22832;142
22833;142
22834;142
22835;142
22836;142
22837;142
22838;142
22839;142
22840;142
22841;142
22842;142
22843;142
22844;142
22845;142
22846;142
22847;142
22848;142
22849;142
22850;142
22851;142
22852;142
22853;142
22854;142
22855;142
22856;142
22857;142
22858;142
22859;142
22860;142
22861;142
22862;142
22863;142
22864;142
22865;142
22866;142
22867;142
22868;142
22869;142
22870;142
22871;142
22872;142
22873;142
22874;142
22875;142
22876;142
22877;142
22878;142
22879;142
22880;142
22881;142
22882;142
22883;142
22884;142
22885;142
22886;142
22887;142
22888;142
22889;142
22890;142
22891;142
22892;142
22893;142
22894;142
22895;142
22896;142
22897;142
22898;142
22899;142
